post_id,upload_date,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,traffic_source,ctr_percentage,impressions,likes,comments,shares,total_watch_time_hours,content_category
YT0024492,2025-05-30 08:32:24.541512,24.19,1110,76.48,563,Notifications,17.18,143660,24801,4033,1702,44295.17,Sports
YT0024493,2025-01-23 08:32:24.541512,40.81,1419,57.95,455,Browse,16.74,973735,35683,4967,2004,383813.88,News
YT0024494,2025-05-03 08:32:24.541512,13.22,496,62.53,576,Channel Page,28.07,1882848,41477,2549,2524,259414.61,Education
YT0024495,2025-02-03 08:32:24.541512,42.73,2364,92.21,3,Suggested,4.44,676222,50472,2538,947,444052.45,Vlog
YT0024496,2025-06-26 08:32:24.541512,52.73,705,22.28,626,Search,23.24,544688,75269,5490,443,106668.07,Tech
YT0024497,2025-02-17 08:32:24.541512,13.19,332,41.95,327,External,10.33,1633435,89882,3029,2049,150639.01,Music
YT0024498,2025-07-07 08:32:24.541512,14.99,672,74.72,513,Search,19.51,1951891,69353,4481,1258,364352.99,Gaming
YT0024499,2025-10-30 08:32:24.541512,3.31,36,18.13,335,Suggested,10.27,1058285,43425,7846,2845,10582.85,Vlog
YT0024500,2024-12-31 08:32:24.541512,39.07,143,6.1,108,Browse,21.45,1341043,97740,5744,995,53269.21,Comedy
YT0024501,2025-06-27 08:32:24.541512,8.84,408,76.92,327,Browse,18.1,762206,71743,872,2142,86383.35,Vlog
YT0024502,2025-04-18 08:32:24.541512,38.57,1908,82.45,696,Playlist,9.41,745317,86603,5829,2734,395018.01,Gaming
YT0024503,2025-07-03 08:32:24.541512,10.83,107,16.47,137,Playlist,23.98,532575,25499,2355,1148,15829.31,Vlog
YT0024504,2025-10-14 08:32:24.541512,23.47,956,67.89,29,Shorts Feed,23.42,983357,41347,7422,2564,261135.91,Sports
YT0024505,2025-03-10 08:32:24.541512,21.73,666,51.08,240,Channel Page,14.2,28479,15499,1570,1837,5268.62,Music
YT0024506,2025-02-12 08:32:24.541512,5.28,38,11.99,268,External,24.68,467436,73540,7215,441,4934.05,Tech
YT0024507,2025-03-12 08:32:24.541512,22.4,131,9.75,567,Browse,8.71,10099,10578,1303,1493,367.49,Gaming
YT0024508,2025-11-16 08:32:24.541512,8.75,200,38.1,502,Channel Page,0.38,1778657,99301,7145,1666,98814.28,Vlog
YT0024509,2025-04-18 08:32:24.541512,15.39,436,47.22,87,External,27.68,956006,25991,7116,452,115782.95,Music
YT0024510,2025-05-12 08:32:24.541512,28.21,793,46.85,566,External,19.16,1126549,62334,4513,332,248153.71,Gaming
YT0024511,2025-02-10 08:32:24.541512,22.57,1352,99.84,181,Playlist,5.32,1401300,11222,2607,800,526266.0,Music
YT0024512,2025-10-23 08:32:24.541512,43.83,1636,62.21,332,Shorts Feed,11.47,750266,94001,2923,1182,340954.22,Vlog
YT0024513,2025-02-24 08:32:24.541512,31.87,152,7.95,309,External,22.31,6347,47464,4327,2905,267.98,Education
YT0024514,2024-12-14 08:32:24.541512,11.96,469,65.36,472,Channel Page,20.04,1034772,57919,1825,154,134807.8,Tech
YT0024515,2025-06-03 08:32:24.541512,44.41,111,4.17,358,Playlist,18.73,158799,46236,3984,2469,4896.3,Reacts
YT0024516,2025-06-11 08:32:24.541512,57.85,2573,74.13,178,Channel Page,5.55,1686876,50445,5076,508,1205647.76,Reacts
YT0024517,2025-01-23 08:32:24.541512,35.56,596,27.93,668,External,3.68,1917097,92601,808,1009,317386.06,Tech
YT0024518,2025-11-04 08:32:24.541512,51.72,1097,35.35,251,Playlist,23.27,152921,6966,1293,1646,46598.43,Education
YT0024519,2025-05-21 08:32:24.541512,53.6,490,15.24,686,Shorts Feed,1.89,1229843,59603,1165,1642,167395.3,Gaming
YT0024520,2025-09-22 08:32:24.541512,24.99,485,32.35,104,Suggested,21.23,80451,60912,880,1512,10838.54,Music
YT0024521,2025-09-05 08:32:24.541512,55.32,3310,99.72,144,Search,20.74,19681,32622,1161,473,18095.59,Education
YT0024522,2025-06-24 08:32:24.541512,3.28,144,73.17,218,Shorts Feed,20.64,344693,7163,6357,2857,13787.72,Reacts
YT0024523,2025-06-28 08:32:24.541512,40.18,2028,84.12,512,External,17.0,1375372,97955,5763,351,774792.89,Gaming
YT0024524,2025-06-30 08:32:24.541512,17.65,326,30.78,54,Suggested,12.83,905048,27586,4297,303,81957.12,Comedy
YT0024525,2025-08-22 08:32:24.541512,56.35,406,12.01,330,Suggested,10.58,695167,33953,3886,1925,78399.39,Education
YT0024526,2025-01-02 08:32:24.541512,42.99,2518,97.62,18,External,15.82,1073568,90631,1460,236,750901.17,Reacts
YT0024527,2025-10-03 08:32:24.541512,44.65,1911,71.33,136,Browse,15.49,97443,94064,4395,2828,51725.99,Vlog
YT0024528,2025-02-25 08:32:24.541512,22.66,480,35.3,453,Notifications,0.91,919201,21063,6833,2648,122560.13,Music
YT0024529,2025-08-01 08:32:24.541512,6.9,72,17.39,607,Shorts Feed,8.68,1427446,20706,7782,2690,28548.92,Sports
YT0024530,2025-06-16 08:32:24.541512,57.97,2982,85.73,21,Playlist,24.93,555346,20508,232,338,460011.6,Gaming
YT0024531,2025-06-06 08:32:24.541512,17.38,872,83.62,25,Notifications,26.67,486481,8425,7159,2977,117836.51,Vlog
YT0024532,2025-07-22 08:32:24.541512,32.6,693,35.43,87,Suggested,5.93,1448744,33300,1669,527,278883.22,Sports
YT0024533,2025-06-28 08:32:24.541512,40.81,2323,94.87,230,Suggested,3.09,1518531,53711,6363,1589,979874.31,Education
YT0024534,2025-02-06 08:32:24.541512,25.68,1093,70.94,294,Browse,11.99,1502300,95316,2517,2542,456114.97,Vlog
YT0024535,2024-11-22 08:32:24.541512,54.95,2485,75.37,12,Shorts Feed,6.58,154546,78349,7310,2009,106679.67,Vlog
YT0024536,2025-01-22 08:32:24.541512,9.28,518,93.03,307,Channel Page,19.21,1527232,71670,923,1940,219751.72,Reacts
YT0024537,2025-01-04 08:32:24.541512,44.95,2414,89.51,610,Playlist,23.66,1895822,84049,4178,495,1271253.97,News
YT0024538,2025-09-23 08:32:24.541512,49.25,2354,79.66,317,Suggested,29.22,1232409,81426,3153,1921,805858.55,Vlog
YT0024539,2025-07-28 08:32:24.541512,57.3,3161,91.94,41,Notifications,11.1,1387304,29673,4672,281,1218129.98,Reacts
YT0024540,2025-04-28 08:32:24.541512,48.09,1488,51.57,11,Browse,23.52,145778,55304,2106,1173,60254.91,Comedy
YT0024541,2025-06-05 08:32:24.541512,21.78,119,9.11,58,Channel Page,14.82,374305,38522,436,1948,12372.86,Sports
YT0024542,2025-04-30 08:32:24.541512,32.67,1927,98.31,215,Shorts Feed,14.08,1727830,90088,2904,2399,924869.0,Music
YT0024543,2025-09-07 08:32:24.541512,6.47,157,40.44,532,Shorts Feed,14.08,1262538,36609,7085,941,55060.68,Sports
YT0024544,2025-10-23 08:32:24.541512,59.75,1906,53.17,466,Notifications,16.5,332543,17070,6503,201,176063.04,Gaming
YT0024545,2025-02-17 08:32:24.541512,58.93,3051,86.29,141,Search,28.23,50745,58166,7489,1027,43006.39,Gaming
YT0024546,2025-02-14 08:32:24.541512,4.06,51,20.94,560,Browse,10.84,1281500,88604,3071,2656,18154.58,Vlog
YT0024547,2025-02-26 08:32:24.541512,54.66,1228,37.44,19,Browse,24.14,1631888,66318,426,2891,556655.13,Vlog
YT0024548,2025-11-02 08:32:24.541512,33.02,186,9.39,568,Playlist,7.69,1040037,42269,5961,444,53735.24,Vlog
YT0024549,2025-02-12 08:32:24.541512,25.02,91,6.06,258,External,25.82,1314662,9080,7625,2710,33231.73,Comedy
YT0024550,2025-02-07 08:32:24.541512,29.59,263,14.81,169,Suggested,12.77,789109,10437,1392,1471,57648.8,Tech
YT0024551,2025-03-11 08:32:24.541512,19.57,1101,93.77,133,Browse,6.09,924825,60967,427,454,282842.31,Music
YT0024552,2024-12-14 08:32:24.541512,47.5,1909,66.98,473,External,13.82,237842,23702,3,713,126122.33,Tech
YT0024553,2025-06-29 08:32:24.541512,26.41,666,42.03,488,Notifications,13.45,1363492,1266,2751,890,252246.02,Reacts
YT0024554,2025-03-16 08:32:24.541512,29.99,798,44.35,580,Channel Page,5.98,1101212,16023,1213,2674,244101.99,Reacts
YT0024555,2025-01-20 08:32:24.541512,21.83,1255,95.82,658,Notifications,14.02,1785319,4455,4963,1810,622382.04,Sports
YT0024556,2025-07-04 08:32:24.541512,28.67,783,45.52,585,Browse,20.76,211375,44325,4891,2602,45974.06,Music
YT0024557,2025-06-16 08:32:24.541512,52.87,2012,63.43,539,Browse,5.53,1646887,81904,5448,1076,920426.85,Sports
YT0024558,2025-03-15 08:32:24.541512,35.43,1249,58.75,327,External,28.33,1667145,29277,6100,14,578406.7,Music
YT0024559,2025-10-03 08:32:24.541512,16.25,438,44.92,493,Playlist,18.82,1643867,22813,5489,1076,200003.82,Reacts
YT0024560,2024-12-31 08:32:24.541512,48.75,90,3.08,231,Notifications,18.5,433475,54378,3242,515,10836.88,Vlog
YT0024561,2025-01-18 08:32:24.541512,17.77,817,76.63,552,Suggested,23.83,1884796,72718,2742,459,427743.98,Vlog
YT0024562,2025-03-04 08:32:24.541512,36.03,1217,56.3,194,Browse,15.41,641729,35203,5706,2062,216940.05,Music
YT0024563,2025-05-16 08:32:24.541512,44.56,989,36.99,23,External,7.05,1625357,99308,545,1994,446521.69,Comedy
YT0024564,2025-08-25 08:32:24.541512,10.32,548,88.5,142,Browse,27.87,1603434,97951,1058,408,244078.29,Tech
YT0024565,2025-09-01 08:32:24.541512,20.98,408,32.41,530,Shorts Feed,26.67,242141,79226,4563,2078,27442.65,Education
YT0024566,2025-10-09 08:32:24.541512,24.24,680,46.75,606,Channel Page,8.84,586720,5180,2756,2218,110824.89,Tech
YT0024567,2025-04-29 08:32:24.541512,35.96,1715,79.49,496,Notifications,21.95,347993,85095,7868,1257,165780.0,News
YT0024568,2025-01-02 08:32:24.541512,40.06,1664,69.23,508,Browse,13.17,1190188,63595,1807,2463,550131.34,Education
YT0024569,2025-07-01 08:32:24.541512,25.29,966,63.66,464,Suggested,2.38,1400240,37375,3340,1303,375731.07,Vlog
YT0024570,2025-06-20 08:32:24.541512,46.05,1926,69.71,446,Playlist,24.29,986742,69054,6538,648,527906.97,Sports
YT0024571,2025-06-30 08:32:24.541512,36.89,613,27.69,414,Notifications,26.09,438122,43114,6582,2515,74602.44,Education
YT0024572,2025-01-04 08:32:24.541512,20.61,602,48.68,479,Browse,3.74,1558213,65095,6799,662,260567.84,Vlog
YT0024573,2025-06-06 08:32:24.541512,41.18,1954,79.08,245,Suggested,23.22,366737,63231,4385,2276,199056.69,Education
YT0024574,2025-09-10 08:32:24.541512,58.52,305,8.69,110,Notifications,9.78,1157768,76723,7581,1018,98088.68,Vlog
YT0024575,2025-08-23 08:32:24.541512,8.93,6,1.12,409,Shorts Feed,0.85,1489212,67132,7398,1675,2482.02,News
YT0024576,2025-10-01 08:32:24.541512,7.97,70,14.64,447,Notifications,10.5,1651935,27472,2663,1169,32120.96,News
YT0024577,2025-02-25 08:32:24.541512,45.7,591,21.55,485,Shorts Feed,6.31,1211538,25955,5140,171,198894.16,Gaming
YT0024578,2025-09-28 08:32:24.541512,40.12,171,7.1,582,Notifications,10.24,594793,64421,3739,1509,28252.67,Music
YT0024579,2025-04-21 08:32:24.541512,2.48,7,4.7,265,Channel Page,22.91,620165,99296,5624,1705,1205.88,Vlog
YT0024580,2025-04-30 08:32:24.541512,28.47,1529,89.51,488,Channel Page,24.19,522816,8072,993,1816,222051.57,Reacts
YT0024581,2025-06-26 08:32:24.541512,1.76,9,8.52,273,Search,23.17,638289,63774,7602,968,1595.72,Education
YT0024582,2025-11-13 08:32:24.541512,4.48,208,77.38,13,Notifications,10.13,84820,25617,2125,2814,4900.71,News
YT0024583,2025-07-04 08:32:24.541512,54.04,1945,59.99,320,Browse,25.26,487825,8219,3354,2616,263561.01,Reacts
YT0024584,2025-07-14 08:32:24.541512,8.7,317,60.73,62,Channel Page,6.82,425356,85147,4900,261,37454.96,Comedy
YT0024585,2024-12-16 08:32:24.541512,1.41,16,18.91,129,External,4.15,1551491,69260,2680,2856,6895.52,Sports
YT0024586,2025-08-09 08:32:24.541512,33.39,948,47.32,318,Notifications,19.82,1011852,38296,1104,2796,266454.36,Tech
YT0024587,2025-07-12 08:32:24.541512,17.76,851,79.86,64,Browse,13.99,375797,26566,2388,79,88834.24,News
YT0024588,2025-01-26 08:32:24.541512,42.76,1289,50.24,120,Notifications,10.8,781804,57241,3563,172,279929.27,Reacts
YT0024589,2025-01-06 08:32:24.541512,27.33,1390,84.77,334,External,15.74,358730,62326,5441,2064,138509.64,Education
YT0024590,2025-11-05 08:32:24.541512,52.46,1053,33.45,139,Playlist,7.5,618474,90280,3965,721,180903.64,Vlog
YT0024591,2025-07-14 08:32:24.541512,40.64,2393,98.14,301,Notifications,29.19,728677,98132,1973,2240,484367.79,News
YT0024592,2024-12-19 08:32:24.541512,33.61,1445,71.66,129,Channel Page,9.83,224874,74480,3314,1661,90261.92,Gaming
YT0024593,2025-11-04 08:32:24.541512,36.75,717,32.52,432,Suggested,4.6,1285523,60366,7852,2434,256033.33,Music
YT0024594,2025-07-30 08:32:24.541512,46.99,923,32.74,292,Suggested,12.02,746022,36880,1005,1080,191271.75,News
YT0024595,2025-07-09 08:32:24.541512,47.07,2752,97.44,539,Shorts Feed,8.93,1759856,55015,6556,645,1345312.14,Education
YT0024596,2025-03-17 08:32:24.541512,48.56,2231,76.57,381,Search,11.18,1509882,18340,5248,2986,935707.43,Vlog
YT0024597,2025-05-10 08:32:24.541512,31.48,957,50.67,120,Search,25.66,868679,66285,1772,678,230923.83,Tech
YT0024598,2024-12-30 08:32:24.541512,28.5,765,44.74,677,Notifications,29.37,453086,91027,2820,1522,96280.78,Education
YT0024599,2025-07-04 08:32:24.541512,43.44,1942,74.51,562,Suggested,7.87,1851794,60547,7905,212,998939.99,Music
YT0024600,2025-04-07 08:32:24.541512,31.71,210,11.04,650,Browse,14.31,251490,8561,4086,366,14670.25,Education
YT0024601,2025-08-14 08:32:24.541512,38.37,27,1.17,377,Channel Page,23.49,1032344,93339,703,974,7742.58,Vlog
YT0024602,2025-03-19 08:32:24.541512,31.31,1495,79.58,223,Channel Page,23.19,1402221,79110,5836,1461,582311.22,Gaming
YT0024603,2025-02-10 08:32:24.541512,36.36,1555,71.28,523,Notifications,11.81,1906040,78149,2540,1241,823303.39,Gaming
YT0024604,2025-04-20 08:32:24.541512,13.92,575,68.85,428,Search,28.05,332338,9052,6700,150,53081.76,Sports
YT0024605,2025-08-06 08:32:24.541512,31.18,877,46.88,491,Channel Page,17.09,1273942,34254,6579,1373,310346.43,Vlog
YT0024606,2025-08-30 08:32:24.541512,21.11,550,43.42,54,External,10.72,596077,70596,3334,1822,91067.32,Gaming
YT0024607,2025-09-22 08:32:24.541512,4.64,225,80.82,197,Browse,27.86,909144,79004,3405,1658,56821.5,Tech
YT0024608,2025-10-24 08:32:24.541512,15.67,283,30.1,248,Shorts Feed,18.01,147365,80902,1362,1875,11584.53,Gaming
YT0024609,2025-02-17 08:32:24.541512,12.98,215,27.61,387,External,4.18,1447068,65714,1023,1910,86422.12,News
YT0024610,2025-07-19 08:32:24.541512,43.47,2549,97.73,166,Browse,25.67,390498,23655,2204,2313,276494.28,Comedy
YT0024611,2025-09-13 08:32:24.541512,37.53,1906,84.64,612,Suggested,17.28,1082898,4006,6481,2889,573334.33,Music
YT0024612,2025-01-08 08:32:24.541512,31.15,1126,60.25,189,Playlist,21.27,1186855,94890,7125,1223,371221.87,Sports
YT0024613,2025-09-17 08:32:24.541512,44.69,1415,52.77,575,Browse,2.41,1565580,65922,3529,1759,615359.92,Education
YT0024614,2025-10-16 08:32:24.541512,56.27,1844,54.62,627,Search,3.62,161531,64376,6085,2691,82739.77,Music
YT0024615,2024-11-23 08:32:24.541512,36.98,2006,90.41,668,External,1.29,927417,18911,4980,2947,516777.36,Education
YT0024616,2025-02-05 08:32:24.541512,23.73,1258,88.36,614,Playlist,16.33,80535,47930,4218,871,28142.51,Sports
YT0024617,2025-03-28 08:32:24.541512,42.26,814,32.1,617,Suggested,29.31,1921161,60003,7687,1675,434395.85,Sports
YT0024618,2024-11-25 08:32:24.541512,22.84,971,70.86,258,External,23.38,1472745,93738,2822,1839,397232.05,Comedy
YT0024619,2025-09-08 08:32:24.541512,11.17,260,38.79,210,Search,15.97,1932023,42095,3110,1161,139534.99,News
YT0024620,2024-12-12 08:32:24.541512,2.72,73,44.73,494,Channel Page,1.96,1911199,13506,527,995,38754.87,Vlog
YT0024621,2025-04-02 08:32:24.541512,2.45,38,25.85,325,Browse,20.0,199974,96542,7736,509,2110.84,Education
YT0024622,2024-11-26 08:32:24.541512,56.46,1265,37.34,161,Channel Page,0.9,1540444,59097,4843,273,541294.91,Education
YT0024623,2024-12-10 08:32:24.541512,59.38,1319,37.02,690,Playlist,14.27,1154895,69274,1552,1937,423140.7,Reacts
YT0024624,2025-10-24 08:32:24.541512,57.92,3038,87.42,546,Playlist,13.14,1281955,53412,6626,706,1081827.58,Sports
YT0024625,2025-03-09 08:32:24.541512,40.8,747,30.51,147,Browse,29.15,1000214,87634,6337,482,207544.4,Sports
YT0024626,2025-01-28 08:32:24.541512,4.8,221,76.74,228,Suggested,28.2,843146,62223,7643,2031,51759.8,Comedy
YT0024627,2025-09-25 08:32:24.541512,4.42,125,47.13,140,Notifications,4.25,178724,69437,2693,964,6205.69,Comedy
YT0024628,2025-03-27 08:32:24.541512,41.94,1040,41.33,185,Channel Page,15.2,7645,75015,6708,2681,2208.56,Vlog
YT0024629,2025-02-28 08:32:24.541512,19.98,876,73.07,695,Shorts Feed,1.07,1565810,92668,1004,304,381013.77,Education
YT0024630,2025-11-07 08:32:24.541512,49.94,1781,59.44,177,Playlist,29.43,1783933,99631,7671,1936,882551.3,Sports
YT0024631,2025-05-28 08:32:24.541512,36.69,2093,95.08,486,Playlist,21.93,1022774,70640,944,1861,594629.44,Sports
YT0024632,2025-03-10 08:32:24.541512,10.1,314,51.82,332,Channel Page,22.42,848844,38402,652,42,74038.06,News
YT0024633,2024-11-21 08:32:24.541512,50.3,1465,48.54,537,External,1.09,542823,60234,4762,511,220898.8,News
YT0024634,2025-11-12 08:32:24.541512,6.23,71,18.99,256,Notifications,13.74,1535368,62048,7472,2776,30280.87,Reacts
YT0024635,2025-03-09 08:32:24.541512,45.01,42,1.56,126,External,14.31,1499717,76989,2715,1462,17496.7,Comedy
YT0024636,2024-11-21 08:32:24.541512,36.45,60,2.74,90,Suggested,25.73,1908827,52615,3915,367,31813.78,Vlog
YT0024637,2024-11-20 08:32:24.541512,45.18,1269,46.81,626,Shorts Feed,28.75,830623,20236,5652,1587,292794.61,Gaming
YT0024638,2025-05-20 08:32:24.541512,58.07,1648,47.3,472,Shorts Feed,2.48,281026,28580,4666,536,128647.46,Gaming
YT0024639,2025-10-26 08:32:24.541512,18.18,331,30.34,571,Playlist,29.15,1161557,26270,5807,2084,106798.71,Education
YT0024640,2025-07-15 08:32:24.541512,11.92,69,9.65,618,Search,20.16,422072,64008,3451,808,8089.71,Sports
YT0024641,2025-01-12 08:32:24.541512,26.75,1382,86.11,667,Search,14.35,1792817,42126,758,1093,688242.53,Education
YT0024642,2024-11-22 08:32:24.541512,37.98,1911,83.86,215,External,15.19,1783648,1601,2355,385,946819.81,Music
YT0024643,2025-02-26 08:32:24.541512,41.74,341,13.62,63,Notifications,25.81,855727,73021,3218,438,81056.36,Sports
YT0024644,2025-06-29 08:32:24.541512,26.45,1271,80.09,269,Browse,28.46,1029916,99008,5741,2768,363617.57,Gaming
YT0024645,2025-09-22 08:32:24.541512,58.96,103,2.91,19,Notifications,16.77,942620,53314,4325,931,26969.41,Gaming
YT0024646,2025-11-16 08:32:24.541512,26.19,990,63.0,540,Suggested,16.31,1898009,97497,3376,245,521952.48,Reacts
YT0024647,2025-07-15 08:32:24.541512,15.59,476,50.89,428,Suggested,9.26,1728706,53929,3735,1879,228573.35,Gaming
YT0024648,2025-11-06 08:32:24.541512,37.04,2129,95.8,503,Notifications,5.36,1662907,10286,5866,1777,983424.72,Comedy
YT0024649,2025-06-20 08:32:24.541512,11.22,484,71.9,89,External,14.24,1771210,14111,7910,1224,238129.34,Vlog
YT0024650,2025-07-11 08:32:24.541512,40.31,337,13.93,63,Suggested,29.22,321942,20595,5244,1071,30137.35,Sports
YT0024651,2025-02-08 08:32:24.541512,53.7,1448,44.94,488,Browse,1.53,1903664,9307,3091,1796,765695.96,Education
YT0024652,2025-06-23 08:32:24.541512,21.5,818,63.41,176,Browse,17.42,870713,43290,2155,1629,197845.34,Sports
YT0024653,2025-11-14 08:32:24.541512,24.69,298,20.12,567,Browse,17.77,1480913,43040,2668,1687,122586.69,Sports
YT0024654,2025-01-13 08:32:24.541512,3.74,65,28.97,591,Browse,0.6,997583,77945,1106,309,18011.92,Gaming
YT0024655,2025-04-29 08:32:24.541512,8.83,479,90.41,544,Playlist,15.94,1107775,66891,6158,2661,147395.62,Gaming
YT0024656,2025-04-25 08:32:24.541512,15.63,71,7.57,653,Shorts Feed,18.26,1643245,86380,5153,1239,32408.44,Music
YT0024657,2025-01-27 08:32:24.541512,40.96,2064,83.98,430,Search,17.5,883790,92789,6595,2144,506706.27,Reacts
YT0024658,2025-02-25 08:32:24.541512,23.56,285,20.16,690,Shorts Feed,15.67,511170,15354,815,1674,40467.62,Sports
YT0024659,2025-02-15 08:32:24.541512,33.61,1951,96.75,535,Channel Page,24.62,1563447,15507,89,1072,847301.42,Music
YT0024660,2024-12-17 08:32:24.541512,50.21,1419,47.1,320,Browse,11.25,328334,90651,949,506,129418.32,Sports
YT0024661,2025-07-08 08:32:24.541512,41.48,649,26.08,287,Search,6.43,226791,59817,6957,42,40885.38,Comedy
YT0024662,2025-06-12 08:32:24.541512,38.35,922,40.07,464,Playlist,3.18,597662,58392,5989,2103,153067.88,Gaming
YT0024663,2025-04-07 08:32:24.541512,36.22,2094,96.36,683,External,6.89,1905170,30901,6824,1591,1108173.88,Music
YT0024664,2025-08-13 08:32:24.541512,40.27,2067,85.55,139,External,25.6,1605488,79029,4335,2551,921817.69,Tech
YT0024665,2025-07-24 08:32:24.541512,25.28,1305,86.04,34,Shorts Feed,18.05,506004,45213,1710,1241,183426.45,Comedy
YT0024666,2025-10-13 08:32:24.541512,19.04,180,15.76,144,Shorts Feed,17.6,1393892,34209,2671,2714,69694.6,Education
YT0024667,2025-02-02 08:32:24.541512,31.59,1622,85.58,688,Browse,1.61,1363430,50117,4103,295,614300.96,Music
YT0024668,2024-12-06 08:32:24.541512,35.66,2074,96.93,464,Browse,21.95,1861238,31574,312,1647,1072279.89,News
YT0024669,2025-03-24 08:32:24.541512,21.4,1114,86.76,491,External,27.16,879965,71264,6786,798,272300.28,Education
YT0024670,2025-10-29 08:32:24.541512,4.19,125,49.72,164,Search,28.78,511785,98017,787,2319,17770.31,Tech
YT0024671,2025-01-24 08:32:24.541512,24.2,146,10.06,617,Shorts Feed,7.28,1464883,92465,5922,2962,59409.14,Reacts
YT0024672,2024-12-22 08:32:24.541512,29.41,454,25.73,586,Suggested,9.72,1068073,20596,1629,485,134695.87,Vlog
YT0024673,2025-08-06 08:32:24.541512,22.35,602,44.89,58,Shorts Feed,0.18,1827805,72108,706,298,305649.61,Gaming
YT0024674,2025-02-10 08:32:24.541512,9.93,342,57.4,238,External,27.3,769279,1674,4127,862,73081.5,Vlog
YT0024675,2025-04-20 08:32:24.541512,13.49,141,17.42,132,External,12.39,1161493,72715,7451,349,45491.81,Gaming
YT0024676,2025-07-21 08:32:24.541512,11.01,496,75.08,420,Notifications,13.2,487599,78662,4947,2204,67180.31,Vlog
YT0024677,2025-07-30 08:32:24.541512,27.13,524,32.19,651,External,24.34,1456984,97722,7626,1189,212072.12,Reacts
YT0024678,2025-03-19 08:32:24.541512,40.24,915,37.9,302,Playlist,10.59,541179,637,5420,2589,137549.66,Tech
YT0024679,2025-02-11 08:32:24.541512,18.32,535,48.67,70,Channel Page,0.26,813686,18880,3944,2671,120922.78,Tech
YT0024680,2024-12-19 08:32:24.541512,1.02,37,60.46,583,External,0.54,1708663,92088,7996,2950,17561.26,News
YT0024681,2025-04-11 08:32:24.541512,24.66,1437,97.12,552,External,3.33,391413,23773,2115,2903,156239.02,Comedy
YT0024682,2025-07-05 08:32:24.541512,39.17,565,24.04,79,Playlist,6.23,608254,40438,4865,1890,95462.09,News
YT0024683,2025-09-29 08:32:24.541512,49.49,2643,89.01,562,Playlist,18.04,1154926,83703,5468,296,847908.17,Gaming
YT0024684,2025-08-28 08:32:24.541512,46.03,1867,67.6,54,Channel Page,1.18,1956154,76610,6979,1000,1014483.2,Music
YT0024685,2025-06-30 08:32:24.541512,6.86,401,97.42,85,Notifications,3.54,1073542,55444,3354,2717,119580.65,Tech
YT0024686,2025-10-22 08:32:24.541512,25.44,832,54.51,161,Search,10.99,1367533,26780,6873,1461,316052.07,Gaming
YT0024687,2025-05-30 08:32:24.541512,29.4,1026,58.16,21,Channel Page,26.9,1630226,9029,6074,2661,464614.41,News
YT0024688,2024-12-15 08:32:24.541512,26.8,641,39.86,141,Search,8.17,1603096,14813,3524,2442,285440.15,Tech
YT0024689,2025-06-04 08:32:24.541512,2.16,87,67.13,239,Channel Page,26.47,237535,40447,5914,542,5740.43,Gaming
YT0024690,2025-01-12 08:32:24.541512,12.61,628,83.0,274,Notifications,1.53,1090345,80016,6872,1054,190204.63,Reacts
YT0024691,2025-02-14 08:32:24.541512,44.8,1848,68.75,268,Suggested,15.74,908708,96158,3690,273,466470.11,Tech
YT0024692,2025-06-07 08:32:24.541512,59.61,2996,83.77,94,Notifications,2.22,1093340,84951,4403,1256,909901.84,News
YT0024693,2025-08-04 08:32:24.541512,17.54,899,85.42,656,Search,12.97,1110016,61381,4855,2386,277195.66,Education
YT0024694,2025-03-11 08:32:24.541512,32.37,1741,89.64,1,Shorts Feed,24.16,1132170,91791,7385,1985,547529.99,Gaming
YT0024695,2025-11-07 08:32:24.541512,36.07,354,16.36,154,Channel Page,17.9,935334,20532,4167,1374,91974.51,Reacts
YT0024696,2024-12-01 08:32:24.541512,49.51,1859,62.58,622,Channel Page,13.47,1988320,712,6459,14,1026746.36,Vlog
YT0024697,2025-07-28 08:32:24.541512,33.21,849,42.61,170,Suggested,9.47,1396513,50249,3842,1372,329344.32,Vlog
YT0024698,2025-03-05 08:32:24.541512,29.98,295,16.4,88,Notifications,28.31,27768,27108,5454,2285,2275.43,Sports
YT0024699,2025-05-05 08:32:24.541512,28.86,404,23.33,196,Browse,20.16,1545760,78224,5352,2511,173468.62,Reacts
YT0024700,2025-01-12 08:32:24.541512,25.28,228,15.03,282,Channel Page,12.24,1224468,77148,4540,1500,77549.64,Sports
YT0024701,2025-03-14 08:32:24.541512,27.5,741,44.91,225,Playlist,5.8,1554242,65743,3274,640,319914.81,Sports
YT0024702,2025-02-26 08:32:24.541512,23.92,1017,70.86,474,Playlist,28.51,1693702,38943,2870,1311,478470.82,Sports
YT0024703,2025-08-25 08:32:24.541512,52.83,1327,41.86,31,Shorts Feed,6.55,1650697,78037,5797,13,608465.26,Music
YT0024704,2025-10-30 08:32:24.541512,30.04,542,30.07,523,Browse,1.1,1184187,98456,1932,872,178285.93,Tech
YT0024705,2025-02-12 08:32:24.541512,31.86,1307,68.37,137,External,4.19,897437,40786,82,1340,325819.49,Tech
YT0024706,2025-02-18 08:32:24.541512,6.13,93,25.29,538,Channel Page,19.51,1280770,43766,7663,1497,33086.56,Vlog
YT0024707,2024-11-21 08:32:24.541512,9.66,332,57.28,74,Channel Page,23.43,1522699,86344,4376,775,140426.69,Gaming
